题号    四则运算式子
5356     1 ＋ (4 － 1'2/3 ÷ 5) ＝ 
5357     4 ＋ (1'3/5 ＋ 1) － 2 ＝ 
5358     2 × 5 ÷ (7 ÷ 9) ＝ 
5359     1'1/2 ÷ 5 × (0 × 4) ＝ 
5360     3 ÷ 5 ÷ (2 ＋ 2) ＝ 
5361     1'1/7 × (1 － 1/5) ＋ 2 ＝ 
5362     3 ＋ 4/9 ＋ 1'1/4 － 1 ＝ 
5363     7 － 0 × 6 － 1'1/6 ＝ 
5364     4/7 × 3 ＋ 3'1/2 × 5 ＝ 
5365     8 ÷ 7 － 0 ÷ 9 ＝ 
5366     4 × (3/4 ＋ 0) ＋ 4 ＝ 
5367     (9 － (1'3/5 ＋ 2)) ÷ 2/3 ＝ 
5368     (7 － 1'1/4 － 3) × 4 ＝ 
5369     0 ＋ 5 ＋ (2 ＋ 5) ＝ 
5370     5 ＋ (3 × 5 ＋ 3) ＝ 
5371     (1/2 ＋ 1'1/7) × (1/4 × 2/3) ＝ 
5372     (3 － 1 ＋ 7) × 6 ＝ 
5373     5 － (9 ＋ 0 － 4) ＝ 
5374     8 × (1'1/9 ＋ 6) ＋ 7 ＝ 
5375     5 ＋ (0 ÷ 5 ＋ 1/5) ＝ 
5376     4 × (1'2/3 ＋ 6 － 3) ＝ 
5377     5 － (2 － 3 ÷ 2) ＝ 
5378     4 × (4 × 3) ＋ 2 ＝ 
5379     7 － 7 － 0 × 0 ＝ 
5380     6 － 6 ＋ 9 ＋ 3 ＝ 
5381     1/4 － 0 ＋ 3/10 ＋ 5 ＝ 
5382     6 ÷ 3 ＋ 1 × 7 ＝ 
5383     (8 ＋ 0) × 1 × 7 ＝ 
5384     1/8 ＋ 4 － (7 － 7) ＝ 
5385     2 ＋ (4 ＋ 8) ＋ 7 ＝ 
5386     7 ÷ 3'1/3 ÷ (7 － 4/5) ＝ 
5387     8 ＋ (9 × 3 ＋ 2) ＝ 
5388     2 ＋ 2 ＋ 9 × 9 ＝ 
5389     5 ÷ (4 × 1) ÷ 9 ＝ 
5390     1 ÷ 7 × (3 ＋ 7) ＝ 
5391     4 ÷ ((1'1/7 － 1) × 8) ＝ 
5392     9 × (8 ＋ 6) × 9 ＝ 
5393     5 ÷ 7 ＋ (0 ＋ 0) ＝ 
5394     2 ÷ 7 ＋ 6 × 9 ＝ 
5395     4 ＋ 1 ＋ (8/9 ＋ 2) ＝ 
5396     5 × (9 × 8) ＋ 6 ＝ 
5397     9 － 3 ÷ 3 － 7 ＝ 
5398     (7 ＋ (5 ＋ 7)) ÷ 2 ＝ 
5399     5 × (1'2/3 － 0) ÷ 9 ＝ 
5400     1 × (4 － 1'1/9) × 2 ＝ 
5401     9 ＋ (5 ＋ 1'1/5) × 9 ＝ 
5402     6 － 2 ÷ (8 × 2) ＝ 
5403     7 × (8 － (8 － 4)) ＝ 
5404     6 ＋ (0 ÷ 3'1/2 ＋ 1) ＝ 
5405     (0 ＋ 0) × (1 × 9) ＝ 
5406     1 × 5 ＋ 2/5 ÷ 1'1/3 ＝ 
5407     2/3 × (2 ÷ 5 ÷ 1) ＝ 
5408     8 ÷ (2 ÷ 2 × 1) ＝ 
5409     9 － (9 － 8) × 5 ＝ 
5410     1 ＋ 8 ＋ 1/4 ÷ 2 ＝ 
5411     1 － (3 － 3) × 4 ＝ 
5412     3/5 ＋ 1'1/7 ÷ 8 × 1 ＝ 
5413     3'1/2 × 4 － (6 ＋ 0) ＝ 
5414     6 × 9 ÷ (0 ＋ 4) ＝ 
5415     7 ÷ 1 × 3 ＋ 2 ＝ 
5416     9 ÷ (6 － 0 ＋ 6) ＝ 
5417     2 － (1 ÷ 6 － 0) ＝ 
5418     2 ÷ (7 ＋ 6) ＋ 6 ＝ 
5419     3 × 2 ＋ 1'1/2 ÷ 7 ＝ 
5420     3 × 1 ＋ 3 ÷ 4 ＝ 
5421     1'2/7 ÷ (5 ＋ 8) ÷ 3 ＝ 
5422     6 ÷ (8/9 ＋ 3 ＋ 5) ＝ 
5423     5 ÷ 4 － 5 ÷ 7 ＝ 
5424     (4 － 2) × 2 ＋ 1/2 ＝ 
5425     3/5 × 1'2/7 ＋ (0 ＋ 1) ＝ 
5426     2 ＋ 5 ＋ 9 － 1 ＝ 
5427     9 ÷ (4 × (5 － 3)) ＝ 
5428     2 × (2'2/3 ＋ 0 ÷ 7) ＝ 
5429     8 × 4 － (5 ＋ 9) ＝ 
5430     7 － 3 ÷ (2 － 0) ＝ 
5431     2'2/3 ÷ (3 ÷ (1/2 × 1)) ＝ 
5432     2 × (2 × 8) ÷ 2/3 ＝ 
5433     4'1/2 ＋ (5 － (8 － 6)) ＝ 
5434     (9 － 3) ÷ 6 ＋ 5 ＝ 
5435     4 ＋ 4/9 × 1/4 － 3 ＝ 
5436     8 － 1 ＋ (4'1/2 ＋ 3/10) ＝ 
5437     2 × 3 × (1/5 － 0) ＝ 
5438     3'1/2 × 2 － 1 × 7 ＝ 
5439     2 － 2 × (0 ÷ 4) ＝ 
5440     4 － (1 － 0) ＋ 7 ＝ 
5441     (6 － 2'2/3) ÷ (3 ÷ 8) ＝ 
5442     8 ÷ ((4 ＋ 1) ÷ 1'1/6) ＝ 
5443     4 ÷ (9 ＋ 7) × 4 ＝ 
5444     9 ＋ (6 － 6 ＋ 2) ＝ 
5445     5 × (7 ＋ 9) × 9 ＝ 
5446     9 × (1'1/4 ＋ (1 ＋ 3)) ＝ 
5447     1 × (5 × 5 × 1'3/7) ＝ 
5448     9 ＋ 3 ＋ (6 － 1) ＝ 
5449     5 × (2'1/3 ÷ 7) ÷ 4 ＝ 
5450     (4 ＋ 6 ÷ 2) × 2 ＝ 
5451     1 － 6 × 0 ＋ 4 ＝ 
5452     5/9 ＋ (0 ＋ 2 ＋ 0) ＝ 
5453     (4 ＋ 8) × (9 － 3) ＝ 
5454     8 ＋ 1 ＋ 8 － 0 ＝ 
5455     (9 － 4) × (3 × 6) ＝ 
5456     2 － 1 ＋ 8 × 7 ＝ 
5457     (1/2 ＋ 4) ÷ 7 × 8 ＝ 
5458     (1 ＋ 1 × 9) ÷ 1 ＝ 
5459     (1 ＋ 7) ÷ 9 × 3'1/3 ＝ 
5460     3 － (1 － 1 ＋ 0) ＝ 
5461     8 ＋ (4 ＋ 8) × 6 ＝ 
5462     2 × 9 ÷ (3 ÷ 7/8) ＝ 
5463     9 ÷ (3 × (1'1/4 ÷ 1)) ＝ 
5464     (5 ＋ 3) ÷ (5 ＋ 1/2) ＝ 
5465     0 ＋ 7 － 1/3 × 8 ＝ 
5466     (5 － 2) ÷ (3 ＋ 6) ＝ 
5467     6 ＋ 5 ＋ 7 ＋ 2 ＝ 
5468     9 × (1 × (2'1/2 ÷ 5)) ＝ 
5469     0 × (1 ÷ (3'1/2 ＋ 7)) ＝ 
5470     1 ＋ 5 ＋ (1'3/7 ＋ 1'2/7) ＝ 
5471     (3 ＋ 4 ＋ 9) ÷ 3 ＝ 
5472     (2 ＋ 6) ÷ 2/9 ＋ 5 ＝ 
5473     6 ÷ 1/3 ÷ 1 ÷ 8 ＝ 
5474     2 ＋ (7 ＋ 8 × 6) ＝ 
5475     3 ÷ (3 × 2 ÷ 6) ＝ 
5476     8 － (5 ÷ 9 ＋ 1) ＝ 
5477     5 ＋ 0 × 3 ÷ 2 ＝ 
5478     2 ＋ 9 ÷ 8 － 1'2/3 ＝ 
5479     5 ＋ (9 ÷ 1 － 8) ＝ 
5480     (4 － 7/8) × 6 × 0 ＝ 
5481     3/4 × (4 × 5) ＋ 0 ＝ 
5482     4/5 ÷ (5 × 2 ＋ 7) ＝ 
5483     (0 ＋ 5) × (2'2/3 ＋ 0) ＝ 
5484     (1/2 ＋ 1 － 1) × 3 ＝ 
5485     7 ÷ (1/2 × (6 × 1)) ＝ 
5486     1 － 1 × 3 ÷ 9 ＝ 
5487     (3 ＋ 1'1/2 × 3/4) ÷ 4 ＝ 
5488     4 ＋ 8 ＋ (9 － 2) ＝ 
5489     (2'1/2 ＋ 9) × 2/3 ＋ 2 ＝ 
5490     3 ＋ (1'2/3 ＋ 0 × 2) ＝ 
5491     0 ＋ 6 － 1 ÷ 4 ＝ 
5492     0 × (4 ＋ (1 ＋ 1)) ＝ 
5493     2 － 0 － 3 ÷ 3 ＝ 
5494     2 ＋ (8 ＋ 2/9) ÷ 2 ＝ 
5495     7/9 ÷ ((3'1/3 ＋ 7) ÷ 7) ＝ 
5496     (2 ＋ 5) × (3 ＋ 1/3) ＝ 
5497     0 ＋ (6 ＋ 9) ÷ 3/4 ＝ 
5498     5 － (7 － (4'1/2 ＋ 6/7)) ＝ 
5499     8 × (6 ＋ 8 － 4) ＝ 
5500     3 ＋ 2/3 × 4 × 0 ＝ 
5501     4 ÷ 6 × (7 ＋ 9) ＝ 
5502     1/2 ÷ 3 × 9 × 1'1/2 ＝ 
5503     (3 ＋ 3) ÷ (0 ＋ 4) ＝ 
5504     5 ÷ 1/2 × (1'1/6 × 5) ＝ 
5505     4/5 － 0 － 2 ÷ 8 ＝ 
5506     8 × (8 ＋ 9) － 1 ＝ 
5507     (9 － 8 × 0) ÷ 1'2/7 ＝ 
5508     2/3 ＋ (1 ＋ 2/3 × 1) ＝ 
5509     5 ＋ (2 × 8 － 9) ＝ 
5510     (2 ＋ 1) × (2 ＋ 7) ＝ 
5511     7 × ((4 ＋ 7) × 3/4) ＝ 
5512     1'2/7 ＋ (2 ＋ 8 × 8) ＝ 
5513     (0 ＋ 3) × 1'1/3 ÷ 1 ＝ 
5514     3 ＋ (2 ＋ (5 － 0)) ＝ 
5515     9 ＋ (0 ＋ 6) － 5 ＝ 
5516     1 ＋ (7 ＋ 1/2) － 7 ＝ 
5517     (5 ＋ 1'2/3) × (2 × 7/9) ＝ 
5518     3 × 1 ÷ (2 ÷ 8) ＝ 
5519     9 × 9 ＋ (8 ＋ 6) ＝ 
5520     (3 ＋ 5 ＋ 4/7) ÷ 6 ＝ 
5521     4 ＋ 2'1/4 ＋ (2 ＋ 4) ＝ 
5522     (5 － 3 ＋ 7) ÷ 2/5 ＝ 
5523     2 ＋ (6 － 1'4/5 － 3) ＝ 
5524     5 × (7 ÷ (5 ＋ 3)) ＝ 
5525     2 ＋ 2 × (0 × 5) ＝ 
5526     9 － 2 ＋ (1/2 ＋ 6) ＝ 
5527     4 ÷ (3'1/3 － (4 － 4)) ＝ 
5528     4 ＋ 3 × (5 ＋ 1/4) ＝ 
5529     2 × (7 － 5 ＋ 5) ＝ 
5530     7 ＋ 6 ＋ 8 ＋ 5 ＝ 
5531     1/2 ÷ (9 ＋ 2 ＋ 1) ＝ 
5532     7 － (1'1/4 ＋ 5/7 ＋ 1) ＝ 
5533     4 － 0 － (2 － 1) ＝ 
5534     6 － (2/3 ＋ (5 ＋ 0)) ＝ 
5535     6 ＋ 8 ＋ 6 × 1'2/5 ＝ 
5536     (3 － 0 × 3) × 6 ＝ 
5537     6 × (7 － 4) － 7 ＝ 
5538     (5 ÷ 7 ＋ 3) × 4 ＝ 
5539     6 ＋ 4 － (1 ＋ 8) ＝ 
5540     (6 － (0 ＋ 5)) × 0 ＝ 
5541     6 × 4 × 7 ÷ 1 ＝ 
5542     2 ＋ 4 ＋ 3 × 1 ＝ 
5543     1/7 × 1'1/3 ＋ (9 － 6) ＝ 
5544     8 ÷ (3 ÷ (6 － 0)) ＝ 
5545     6 × 4 ＋ 1 × 2 ＝ 
5546     (8 ＋ 4 － 3) × 1'4/5 ＝ 
5547     3/5 × 6 ＋ 4 ÷ 4 ＝ 
5548     2 × 2 × (1/4 ÷ 2) ＝ 
5549     8 × 1 ÷ (9 ＋ 2'2/3) ＝ 
5550     1 × (3 ＋ 1 ÷ 4) ＝ 
5551     6 × 1/2 × (3 ＋ 0) ＝ 
5552     (8 × 9 － 7) × 6 ＝ 
5553     (4 × 7 － 1) × 1'1/2 ＝ 
5554     7 ÷ (6 ＋ (1 － 0)) ＝ 
5555     (6 ＋ (7 ＋ 2)) × 2 ＝ 
5556     (2 ＋ 5) ÷ (8 ÷ 2) ＝ 
5557     6 × 7 ＋ 1'1/2 ÷ 5/7 ＝ 
5558     (1 ＋ 5/9) ÷ (1 ÷ 4) ＝ 
5559     5 ÷ 1 ＋ (3 － 2) ＝ 
5560     (6 ＋ 2/5) × (1 × 2'1/2) ＝ 
5561     1 ＋ 6 × 5 － 5/8 ＝ 
5562     1 ÷ 8 ＋ (8 ＋ 9) ＝ 
5563     6 × (9 ＋ 3) ＋ 3/4 ＝ 
5564     0 × 0 × (7 ÷ 5) ＝ 
5565     3 × 2'1/4 × (3 × 0) ＝ 
5566     (4 － 0) × 8 － 8 ＝ 
5567     3'1/3 － (9 － 7) ＋ 1'1/3 ＝ 
5568     6 ÷ (4 － 3) × 1 ＝ 
5569     (4 ＋ 1) ÷ (9 － 4) ＝ 
5570     (0 ＋ 3) × (9 － 0) ＝ 
5571     2 × (3 ＋ 7/9) － 7 ＝ 
5572     9 ＋ (7 － 4) － 3/8 ＝ 
5573     (2'1/4 ＋ 9 ＋ 5) × 7 ＝ 
5574     (9 ＋ 6) ÷ (6 － 1) ＝ 
5575     (9 － 1 ÷ 1'1/6) × 8 ＝ 
5576     1'3/5 × ((5 ＋ 9) ÷ 4) ＝ 
5577     9 ＋ (6 ＋ (8 ＋ 4)) ＝ 
5578     1/2 ÷ (8 × 5) ＋ 4 ＝ 
5579     8 × 2'1/4 × 8 ＋ 8 ＝ 
5580     (7 － 3 － 0) × 1'1/3 ＝ 
5581     7 × 0 ÷ (4 ＋ 6) ＝ 
5582     3'1/2 ＋ 3 ＋ (1 ＋ 1) ＝ 
5583     4 ＋ 1/8 ＋ (1 ＋ 8) ＝ 
5584     6 ＋ 5 － (0 ＋ 6) ＝ 
5585     8 ÷ 7 ÷ (3 ＋ 2) ＝ 
5586     6 × (7 ＋ 1 － 7) ＝ 
5587     5 × (6 × 5) ÷ 3/5 ＝ 
5588     2 ＋ (5 ＋ 4 ＋ 1) ＝ 
5589     8 ÷ 8 × (8 － 4/9) ＝ 
5590     7 × (7 × (1 ＋ 6)) ＝ 
5591     (2 － 2 ＋ 6) × 5 ＝ 
5592     2/3 ＋ 6 ÷ 7 × 6 ＝ 
5593     8 － 1 ＋ 5 － 3 ＝ 
5594     (2 ＋ 8) × (4'1/2 － 3) ＝ 
5595     9 × 1'1/9 ÷ (1'1/2 ＋ 1) ＝ 
5596     2 ＋ (7 ＋ 9 ＋ 4) ＝ 
5597     5 ＋ (7 － 2) ÷ 9 ＝ 
5598     8 ＋ 7 － (9 － 4) ＝ 
5599     (4/5 ＋ 4) ÷ (8 ÷ 7) ＝ 
5600     1 × (1 × 9 ÷ 6) ＝ 
5601     (4 － 2 ＋ 4) × 1'1/3 ＝ 
5602     7 ＋ (1 × 6 ＋ 4) ＝ 
5603     1/2 × 1 ÷ 5/9 － 5/9 ＝ 
5604     4 ＋ 3 ＋ (4 ＋ 2) ＝ 
5605     (4 － 0) × (2 × 9) ＝ 
5606     9 ＋ 9 － (3 － 2/3) ＝ 
5607     1/2 ÷ 2 ÷ (10 × 2'1/4) ＝ 
5608     9 ÷ 1 ÷ (1 ＋ 3) ＝ 
5609     (7 － 4) × 2 ＋ 3 ＝ 
5610     7 ＋ 6 × (3 × 2) ＝ 
5611     1 － 0 × 8 ＋ 1'1/8 ＝ 
5612     3 × ((9 － 8) ÷ 4) ＝ 
5613     2 × ((8 ＋ 5) × 0) ＝ 
5614     5/9 × (3/10 × 9 ＋ 6) ＝ 
5615     1'1/2 × 4 ÷ 7 ＋ 2 ＝ 
5616     (1 ＋ 3) × (5 ÷ 1) ＝ 
5617     0 ＋ (7 ＋ 5) ＋ 9 ＝ 
5618     (7 － (4 － 3)) × 8 ＝ 
5619     2/3 × 0 ＋ (8 － 4) ＝ 
5620     (1'1/2 ＋ (6 － 1)) ÷ 2/3 ＝ 
5621     9 × (3 ＋ 3) － 6 ＝ 
5622     (8 ＋ 1 ＋ 6) ÷ 1/3 ＝ 
5623     7 ＋ 6 ＋ 8 ＋ 6 ＝ 
5624     7 ÷ 3 － 0 － 2 ＝ 
5625     (4 ＋ 1'1/4 － 1) ÷ 6 ＝ 
5626     9 － (7 ÷ 5 － 4/9) ＝ 
5627     (9 ÷ 3 － 3) × 7 ＝ 
5628     0 ＋ (8 ＋ 2/5 ＋ 1) ＝ 
5629     7 × 5 － (8 ＋ 6) ＝ 
5630     1 ＋ 3 ＋ 9 ＋ 6 ＝ 
5631     (7 × 4 ＋ 2) × 1 ＝ 
5632     5 × 8 ÷ (3 － 1) ＝ 
5633     1'1/2 × (4 ＋ 3 ÷ 1) ＝ 
5634     2 ＋ 2 ＋ 1 － 0 ＝ 
5635     6 － 2 ＋ 5 － 0 ＝ 
5636     8 × (10 ÷ 9 × 0) ＝ 
5637     (2 ＋ 0 × 0) ÷ 5 ＝ 
5638     9 － 2 ÷ (6 ＋ 1) ＝ 
5639     8 ＋ 6 ＋ 8 × 4/7 ＝ 
5640     (2 ＋ 7 × 3/5) × 4 ＝ 
5641     3/5 × 2 ÷ (2'1/3 － 2) ＝ 
5642     8 － 3 ＋ 9 ÷ 5 ＝ 
5643     (5 × 8 ＋ 5) ÷ 4 ＝ 
5644     1'1/2 ＋ 3 × (0 ÷ 9) ＝ 
5645     7 × (3 ＋ 8 ＋ 7) ＝ 
5646     8 ÷ (2 ÷ (2 ÷ 7)) ＝ 
5647     0 ÷ (1 ＋ 5 － 3) ＝ 
5648     (8 ＋ 2) × 0 ÷ 1'1/4 ＝ 
5649     2 × (5 ÷ (0 ＋ 2)) ＝ 
5650     (1/8 ＋ (5 － 3)) ÷ 6 ＝ 
5651     5 ÷ 3 － 1'1/8 ÷ 1 ＝ 
5652     (0 × 5 ＋ 3) × 2/3 ＝ 
5653     (2 ＋ 4 ＋ 1) × 4 ＝ 
5654     (3 × 8 ＋ 4) ÷ 7 ＝ 
5655     (5/7 ＋ 3) × (6 ÷ 9) ＝ 
5656     (1 ＋ 9 － 1'2/5) × 7 ＝ 
5657     1/6 ＋ (4 － 2 － 1) ＝ 
5658     7 ＋ 2 ＋ 0 ＋ 2 ＝ 
5659     9 ＋ 2 － 0 × 2 ＝ 
5660     (7 － 7) ÷ 1'3/7 × 2 ＝ 
5661     3 × 2 ÷ 4 ＋ 1 ＝ 
5662     (9 － 0 × 8) × 1 ＝ 
5663     6 ÷ (6 ＋ (5 ＋ 2)) ＝ 
5664     0 × (4 × (0 ÷ 3)) ＝ 
5665     2 ＋ 9 － 7 ÷ 5/7 ＝ 
5666     4 ＋ (7 × 8 － 3) ＝ 
5667     7 － (5 ＋ 9) ÷ 3 ＝ 
5668     5 ＋ (3 ＋ (6 － 3/4)) ＝ 
5669     2 × 5 － (6 ＋ 4) ＝ 
5670     1 ＋ 7 － 4 ÷ 6 ＝ 
5671     7 ＋ (7 ＋ 7 ＋ 2/5) ＝ 
5672     0 ＋ (5 ＋ (2 － 0)) ＝ 
5673     (4/5 ＋ 1) × (6 ÷ 8) ＝ 
5674     3 － (8 － 8 ＋ 2) ＝ 
5675     1'1/6 ÷ (3/4 × (6 ＋ 3)) ＝ 
5676     8 ÷ (5 ＋ 8 － 9) ＝ 
5677     (1/4 ＋ 2) ÷ 4 ÷ 1 ＝ 
5678     (3 ＋ 3 ＋ 4) ÷ 1/2 ＝ 
5679     3 ＋ (9 － 4) ＋ 7 ＝ 
5680     4 ＋ 3 － 2 ÷ 4 ＝ 
5681     7/8 ＋ 2 － 9/10 ＋ 8 ＝ 
5682     6 ＋ 2'1/2 × 8 ＋ 4 ＝ 
5683     (6 ＋ 8 × 5) ÷ 6 ＝ 
5684     8 ＋ 1'1/9 ÷ (3 ＋ 3) ＝ 
5685     5 × (4 ÷ 4) － 2/3 ＝ 
5686     1 × 9 ÷ 9 × 3 ＝ 
5687     (7 ＋ 2) ÷ (1'2/3 ＋ 3) ＝ 
5688     (4 － 5 ÷ 4) ÷ 1 ＝ 
5689     6 × (4 ÷ 3) ＋ 2'2/3 ＝ 
5690     7 ＋ 3 × (2 ＋ 5) ＝ 
5691     4 ＋ 6 ＋ (1'1/4 － 3/8) ＝ 
5692     (7 ÷ 9 ＋ 2) ÷ 8 ＝ 
5693     (7 ÷ 4 － 1) ÷ 9 ＝ 
5694     1 × (4 ＋ 5) ＋ 9 ＝ 
5695     2 × 5 ÷ 6 ÷ 4 ＝ 
5696     6 ＋ 1 ＋ (3 － 2) ＝ 
5697     2/7 × (3 － 2) ÷ 9 ＝ 
5698     (9 － 1) × (7 ＋ 6) ＝ 
5699     1'2/5 ＋ 0 － (1'1/3 － 0) ＝ 
5700     2'1/4 × (9 － 8) × 1 ＝ 
5701     6/7 × 1'1/7 ÷ (1 ÷ 1) ＝ 
5702     4 ÷ 3 ÷ (8 － 0) ＝ 
5703     5 ÷ 5 － 3 ÷ 9 ＝ 
5704     (2 ＋ 8/9) ÷ (5 ÷ 7) ＝ 
5705     3 × (5 － 2'1/2 ＋ 1) ＝ 
5706     2 × (6 ＋ 1'3/5 ＋ 3'1/2) ＝ 
5707     2 × 2 ＋ (1/2 ＋ 4) ＝ 
5708     (1 ＋ 4) × 6 ÷ 3'1/3 ＝ 
5709     (8 ＋ 4) ÷ (1 ＋ 1'3/5) ＝ 
5710     1'2/5 × (5 ÷ 5 ＋ 8) ＝ 
5711     3 × 4 ＋ (3 ＋ 0) ＝ 
5712     0 ＋ (4 － 2) × 8 ＝ 
5713     7 ＋ (6 － 5 ＋ 6) ＝ 
5714     8 － 6 ＋ 1 ＋ 0 ＝ 
5715     3 × 6 × 1/8 － 1'1/9 ＝ 
5716     9 － 7 ＋ (2 ＋ 3/7) ＝ 
5717     (9 － 6/7) × (7/9 ÷ 2) ＝ 
5718     0 × 6 × (3/5 ＋ 7) ＝ 
5719     (9 ＋ (0 ＋ 6)) × 4 ＝ 
5720     4 × (6 ÷ 6) － 0 ＝ 
5721     5 × 6 ＋ 1'1/5 ＋ 1'1/3 ＝ 
5722     7 × (2 ÷ 6) ＋ 2'1/2 ＝ 
5723     (9 ＋ (1/3 ＋ 2/7)) ÷ 3/7 ＝ 
5724     3 ÷ 1/5 ÷ 2 － 2 ＝ 
5725     8 ＋ (5 ＋ 2 ＋ 3/4) ＝ 
5726     9 × (1 － 0 ＋ 8) ＝ 
5727     1'2/5 × 4 ＋ 9 × 7/10 ＝ 
5728     (9 － 9) × (1 － 1) ＝ 
5729     (0 ÷ 5 ＋ 0) ÷ 1 ＝ 
5730     7 － (9 － 3) ÷ 4 ＝ 
5731     1 × 8 － (4 ＋ 2) ＝ 
5732     (2 ＋ 5) × 2 ÷ 7/9 ＝ 
5733     (4 － 2) ÷ (6 ÷ 4) ＝ 
5734     (6 × 3 ＋ 2) ÷ 6 ＝ 
5735     1 ＋ (8 ＋ 0 ＋ 1) ＝ 
5736     8 ＋ 2 × 8/9 － 1 ＝ 
5737     (2 － (1 ＋ 1)) × 3 ＝ 
5738     0 × 9 ＋ 0 － 0 ＝ 
5739     (6 ＋ 3) × (3 ＋ 8) ＝ 
5740     2 ÷ (7 × (6 ÷ 7)) ＝ 
5741     8 － (8 － 1'1/8 － 2) ＝ 
5742     3 ＋ (4 ＋ 4 ÷ 6) ＝ 
5743     7 × 6/7 ＋ (9 － 0) ＝ 
5744     3/4 ÷ 1 ÷ (9 － 5) ＝ 
5745     8 × 6 ＋ (5 ＋ 9) ＝ 
5746     3 ÷ (6 ＋ 3 ＋ 6) ＝ 
5747     5/8 ＋ (5 ＋ 6) ÷ 6 ＝ 
5748     (7 － 3) ÷ (2 ＋ 7) ＝ 
5749     (0 ＋ 6) × 1 － 3 ＝ 
5750     6 ＋ 2/9 ＋ (3 ＋ 1'2/3) ＝ 
5751     1 ÷ (2 ＋ 1) ＋ 1'3/7 ＝ 
5752     0 × (6 ÷ (1 ＋ 4)) ＝ 
5753     0 ÷ (4 × (9 ÷ 7)) ＝ 
5754     4 ＋ (0 ＋ 8 － 7) ＝ 
5755     5 ＋ (0 ＋ 0 ＋ 8) ＝ 
5756     0 ÷ 7 ＋ (4 － 0) ＝ 
5757     3/8 ＋ 1'1/2 ＋ 4 － 0 ＝ 
5758     (5 ＋ 4/5) ÷ 2 ＋ 1 ＝ 
5759     8 － 0 ＋ 7 ÷ 5 ＝ 
5760     3 ＋ (1 ＋ 2 ＋ 7) ＝ 
5761     4 ＋ 0 ＋ 6 ÷ 1'1/3 ＝ 
5762     6 ＋ 1 － (3 ＋ 1/8) ＝ 
5763     8 ＋ (6 ＋ 8 × 1/6) ＝ 
5764     1'3/4 ＋ 5 ÷ 6 ＋ 5 ＝ 
5765     2/3 ＋ 7 － (2 － 2) ＝ 
5766     (5 ＋ (4 ＋ 3)) ÷ 9 ＝ 
5767     7 ＋ (0 ＋ 1) ＋ 8 ＝ 
5768     4/7 × (0 ÷ (4 ＋ 7)) ＝ 
5769     3 × (6 ÷ 3) ＋ 1'2/7 ＝ 
5770     2 × 1 × (3 － 0) ＝ 
5771     5 ÷ 1 － 0 × 0 ＝ 
5772     8 ＋ 9/10 － 1'1/7 ÷ 5 ＝ 
5773     8 × 9 － 1 × 4/5 ＝ 
5774     1'2/3 × 1 ÷ (2'2/3 － 1) ＝ 
5775     5/9 ＋ 7 × (7 － 1) ＝ 
5776     1'2/7 × 7 × 2 － 6 ＝ 
5777     8 ÷ (5 ÷ (6 × 3)) ＝ 
5778     2'2/3 × (2'1/2 × (2/3 × 8)) ＝ 
5779     (9 ＋ (1'1/2 ＋ 3)) ÷ 1/2 ＝ 
5780     1'2/7 － (1 × 5 － 4) ＝ 
5781     0 ÷ 9 ＋ (1 ＋ 0) ＝ 
5782     1'1/5 × (6 × (9 － 8)) ＝ 
5783     (0 ＋ 4) × 1 － 2/7 ＝ 
5784     9 ÷ (4 ＋ (1/3 ＋ 6)) ＝ 
5785     8 － 1/3 ＋ 5 × 1 ＝ 
5786     6 ÷ 8 ＋ 2/7 × 4 ＝ 
5787     3 － 1 － 0 － 1 ＝ 
5788     8 × (9 × (9 ＋ 3'1/2)) ＝ 
5789     1 ÷ (1 ÷ 6 ＋ 3) ＝ 
5790     3 ÷ (3/4 ÷ 4 × 7) ＝ 
5791     (1 － 6 ÷ 6) ÷ 2 ＝ 
5792     5 ÷ 7 × (1 ＋ 1) ＝ 
5793     8 × 7 × 1 － 1'3/5 ＝ 
5794     1/2 × 1'3/5 × 4 ＋ 4'1/2 ＝ 
5795     5 × ((4 ＋ 3/8) ÷ 1) ＝ 
5796     4 ＋ (6 ＋ 4) － 0 ＝ 
5797     8 ＋ 2 ÷ 5 － 5 ＝ 
5798     7 ÷ 9 ÷ (1 ＋ 4) ＝ 
5799     2/9 ÷ 1/9 － (1 ＋ 4/9) ＝ 
5800     0 × (1 ＋ (5 ＋ 5)) ＝ 
5801     6 ÷ 7 × (9 － 6) ＝ 
5802     2 ＋ 1 × 7 － 8 ＝ 
5803     9 ÷ (8 ＋ 0) ÷ 4/5 ＝ 
5804     9 ÷ (8 ÷ 6) ÷ 2/3 ＝ 
5805     2 × 4 ÷ (8 ＋ 8) ＝ 
5806     5 ÷ 3 × 5 － 8 ＝ 
5807     0 × (3 ＋ (4 ＋ 3)) ＝ 
5808     (8 ＋ 7 ＋ 0) × 7 ＝ 
5809     3 × 8 － (7 － 1'1/3) ＝ 
5810     2 × (8 － 1'1/2) ＋ 8 ＝ 
5811     2 × (4 × (8 － 6)) ＝ 
5812     1 － (1 ＋ 0) ÷ 3 ＝ 
5813     6 ÷ 6 × (2 ÷ 5) ＝ 
5814     (1/2 ＋ 2 ＋ 5) ÷ 4 ＝ 
5815     9 － (3 ＋ 2 － 1'1/3) ＝ 
5816     2 × (8 × 9/10 － 6) ＝ 
5817     (2 ＋ 9) × (1 × 2) ＝ 
