题号    答案           四则运算式子
5232     1/8*****      1 ÷ 8 ＋ 9 － 9 ＝ 
5233     2/63****      8/9 ÷ (7 × 8) × 2 ＝ 
5234     0*******      6 × 8 × 7 × 0 ＝ 
5235     51'3/7**      (2/7 ＋ 10) × (1 ＋ 4) ＝ 
5236     7'1/2***      1 × 6 ÷ (4 ÷ 5) ＝ 
5237     0*******      (1 ＋ (9 － 9)) × 0 ＝ 
5238     2/15****      6 ÷ (3 × 5) ÷ 3 ＝ 
5239     196*****      (5 － 1) × (7 × 7) ＝ 
5240     14******      4 ＋ 8 － 6 ＋ 8 ＝ 
5241     13******      7 ＋ 6 ＋ 2 － 2 ＝ 
5242     15******      8 ＋ (9 － (0 ＋ 2)) ＝ 
5243     8/15****      8 ÷ (3 ＋ 2) ÷ 3 ＝ 
5244     4*******      4 ＋ 6 － 6 ÷ 1 ＝ 
5245     144*****      (9 ＋ 3) × (7 ＋ 5) ＝ 
5246     9*******      1 ＋ (0 ÷ 9 ＋ 8) ＝ 
5247     22******      9 ＋ 9 － 2 ＋ 6 ＝ 
5248     108*****      3 × (2'2/3 × 9) × 1'1/2 ＝ 
5249     13'6/7**      2 × (1'1/2 ＋ 6 － 4/7) ＝ 
5250     19'1/6**      6 ＋ (5/6 × 5 ＋ 9) ＝ 
5251     6*******      6 － 0 × (4 × 3) ＝ 
5252     386*****      2 ＋ 6 × (8 × 8) ＝ 
5253     5*******      1 × 5 － 3 × 0 ＝ 
5254     4/15****      2 × ((0 ＋ 4/5) ÷ 6) ＝ 
5255     4'2/3***      4/5 ÷ (6 ÷ 5 ÷ 7) ＝ 
5256     53******      7 × 8 － 0 － 3 ＝ 
5257     5*******      3 ÷ 3/10 － (0 ＋ 5) ＝ 
5258     6'29/90*      7 － (1'2/3 ÷ 6 ＋ 2/5) ＝ 
5259     1'5/8***      (6 － 3) × (7/8 － 1/3) ＝ 
5260     0*******      (6 － 6) ÷ (7 × 8) ＝ 
5261     3/28****      1'2/7 ÷ ((6 ＋ 6) × 1) ＝ 
5262     6*******      3 ＋ (0 ＋ (2 ＋ 1)) ＝ 
5263     1/13****      1 ÷ (9 ＋ (9 － 5)) ＝ 
5264     44******      6 × 5 ＋ (7 ＋ 7) ＝ 
5265     28******      5 ＋ (7 ＋ 9 ＋ 7) ＝ 
5266     64'3/7**      7 ＋ 7 × 8 ＋ 1'3/7 ＝ 
5267     35******      7 ÷ (7 ÷ (5 × 7)) ＝ 
5268     5'25/27*      4/9 × 4 × (2'1/3 ＋ 1) ＝ 
5269     3/50****      3 ÷ 9 ÷ (6 － 4/9) ＝ 
5270     6'6/13**      4 ÷ ((5/7 ＋ 3) ÷ 6) ＝ 
5271     3/5*****      4 ÷ 5 ÷ (8 ÷ 6) ＝ 
5272     3'3/5***      5 － (2/5 ＋ 9 ÷ 9) ＝ 
5273     8*******      4 ＋ 6 － 1 × 2 ＝ 
5274     10'1/6**      8 ＋ (3 － 2 ＋ 1'1/6) ＝ 
5275     7'1/2***      9 ÷ 1 × (5 ÷ 6) ＝ 
5276     1/56****      (4 － 3) ÷ (8 × 7) ＝ 
5277     384*****      4 × (2 × (8 × 6)) ＝ 
5278     1'1/7***      4 ＋ 7 － 9 － 6/7 ＝ 
5279     4'1/2***      9 × 2 ÷ (6 ÷ 1'1/2) ＝ 
5280     0*******      0 × 1/4 × (9 × 0) ＝ 
5281     36'1/3**      (5 ＋ 1'1/3) × 7 － 8 ＝ 
5282     0*******      0 － (0 ＋ 0 ＋ 0) ＝ 
5283     1*******      (0 ＋ 5) ÷ (1 × 5) ＝ 
5284     4'4/7***      4 ＋ 4/7 ÷ (5 － 4) ＝ 
5285     5/8*****      2 － (1 ＋ 1) ＋ 5/8 ＝ 
5286     11'1/2**      6 ＋ (1 ÷ 2 ＋ 5) ＝ 
5287     13'1/2**      (8 ＋ 1) ÷ (0 ＋ 2/3) ＝ 
5288     1'1/2***      (5 － 2) × (3 － 2'1/2) ＝ 
5289     1/84****      1 ÷ ((8 ＋ 4) × 7) ＝ 
5290     27'3/7**      8 × (6 × 4) ÷ 7 ＝ 
5291     19******      (3 ＋ (1/2 ＋ 6)) × 2 ＝ 
5292     22'1/5**      1'1/5 × (8 ＋ 8) ＋ 3 ＝ 
5293     19******      5 ＋ (3 ＋ (2 ＋ 9)) ＝ 
5294     2'1/8***      (1'1/4 ＋ 3) × 2'1/2 ÷ 5 ＝ 
5295     18'5/9**      7 ＋ 5/9 ＋ 7 ＋ 4 ＝ 
5296     1'1/2***      4'1/2 ＋ 3 － 6 × 1 ＝ 
5297     56'1/3**      6 × (6 ＋ 3) ＋ 2'1/3 ＝ 
5298     102*****      (8 ＋ 5) × 8 － 2 ＝ 
5299     4'4/9***      4 × 5 × (2/9 × 1) ＝ 
5300     25******      5 ＋ 9 ＋ (9 ＋ 2) ＝ 
5301     3*******      6 ÷ 6 × 6 － 3 ＝ 
5302     4'1/2***      (7/10 ＋ 8 － 6) ÷ 3/5 ＝ 
5303     2/3*****      1 ÷ 1/8 ÷ (6 ＋ 6) ＝ 
5304     15******      3 ＋ 3 ＋ (1 ＋ 8) ＝ 
5305     29/36***      (2/9 ＋ 3) × (1 ÷ 4) ＝ 
5306     1/3*****      2 × (2 ÷ (4 ＋ 8)) ＝ 
5307     7*******      6 － 4 ＋ (2 ＋ 3) ＝ 
5308     12******      2 － 1 ＋ 6 ＋ 5 ＝ 
5309     2*******      (7 － 6) × 6 － 4 ＝ 
5310     70******      2 × (7 × 5) × 1 ＝ 
5311     54******      9 × ((9 － 6) × 2) ＝ 
5312     0*******      7 × (4 × 0 × 2) ＝ 
5313     11******      4 ＋ (8 － 1 × 1) ＝ 
5314     14******      (6 － 3) × 3 ＋ 5 ＝ 
5315     17******      9 ＋ (1 × 8 － 0) ＝ 
5316     6*******      3 ÷ (1 ÷ (5 － 3)) ＝ 
5317     6*******      6 ÷ (9 － (8 ＋ 0)) ＝ 
5318     3/5*****      1 × 3/4 × (4 ÷ 5) ＝ 
5319     7'11/16*      (5 ＋ 1/2) ÷ 8 ＋ 7 ＝ 
5320     12******      6 ＋ 8 － (2 ＋ 0) ＝ 
5321     1'2/7***      1'2/7 ＋ 2/3 × 0 × 7 ＝ 
5322     5/24****      1'1/4 ÷ (2 ＋ (3 ＋ 1)) ＝ 
5323     6'2/5***      3 － 2 ＋ (6 － 3/5) ＝ 
5324     7'1/5***      6 ÷ 2 ÷ (3'1/3 ÷ 8) ＝ 
5325     12******      4 ÷ ((1 ＋ 2) ÷ 9) ＝ 
5326     43'1/5**      7 × 7 × 4/5 ＋ 4 ＝ 
5327     8'1/3***      8 ＋ 1/3 ＋ 8 － 8 ＝ 
5328     7*******      6 － 1 ＋ (2 ＋ 0) ＝ 
5329     10'2/7**      9 × (4 ÷ (3 ＋ 1/2)) ＝ 
5330     480*****      8 × ((9 ＋ 3) × 5) ＝ 
5331     210*****      7 × (5 × 3 × 2) ＝ 
5332     92******      8 ＋ 6 × (5 ＋ 9) ＝ 
5333     3'23/36*      3/4 ＋ 1 ＋ (3 － 1'1/9) ＝ 
5334     81'1/2**      3 ÷ 6 ＋ 9 × 9 ＝ 
5335     14'2/3**      2 × (6 － 2/3) ＋ 4 ＝ 
5336     7*******      7 － 2 × 0 × 1 ＝ 
5337     13******      2 ÷ 1/4 ＋ 6 － 1 ＝ 
5338     70******      5 ÷ 3 × 6 × 7 ＝ 
5339     6*******      4 － 1 ＋ (7 － 4) ＝ 
5340     28******      9 ＋ 3 × 8 － 5 ＝ 
5341     0*******      1/4 × 4 × (0 ÷ 1) ＝ 
5342     17******      6 ＋ (6 ＋ 7 － 2) ＝ 
5343     1/12****      3/4 ÷ (7 ＋ 6 ÷ 3) ＝ 
5344     2'1/3***      3 － 1 × (2 ÷ 3) ＝ 
5345     8*******      8 × 9 ÷ 9 － 0 ＝ 
5346     7'7/8***      (3 ＋ 0) × 3 － 1'1/8 ＝ 
5347     4'8/9***      8/9 ＋ 4 ＋ 5 － 5 ＝ 
5348     8'2/27**      8 ＋ 2/3 ÷ 1 ÷ 9 ＝ 
5349     140*****      8 × (5 × 7) ÷ 2 ＝ 
5350     3*******      2 ＋ 0 ＋ 3 ÷ 3 ＝ 
5351     2'1/3***      1 ÷ 1/7 × 3 ÷ 9 ＝ 
5352     18'1/3**      7 × 3 － 2 － 2/3 ＝ 
5353     27******      9 × ((1 ＋ 2) ÷ 1) ＝ 
5354     21'1/5**      (9/10 － 1/4 ＋ 2) × 8 ＝ 
5355     2'7/9***      1/9 × (5 × 6 × 5/6) ＝ 
5356     4'2/3***      1 ＋ (4 － 1'2/3 ÷ 5) ＝ 
5357     4'3/5***      4 ＋ (1'3/5 ＋ 1) － 2 ＝ 
5358     12'6/7**      2 × 5 ÷ (7 ÷ 9) ＝ 
5359     0*******      1'1/2 ÷ 5 × (0 × 4) ＝ 
5360     3/20****      3 ÷ 5 ÷ (2 ＋ 2) ＝ 
5361     2'32/35*      1'1/7 × (1 － 1/5) ＋ 2 ＝ 
5362     3'25/36*      3 ＋ 4/9 ＋ 1'1/4 － 1 ＝ 
5363     5'5/6***      7 － 0 × 6 － 1'1/6 ＝ 
5364     19'3/14*      4/7 × 3 ＋ 3'1/2 × 5 ＝ 
5365     1'1/7***      8 ÷ 7 － 0 ÷ 9 ＝ 
5366     7*******      4 × (3/4 ＋ 0) ＋ 4 ＝ 
5367     8'1/10**      (9 － (1'3/5 ＋ 2)) ÷ 2/3 ＝ 
5368     11******      (7 － 1'1/4 － 3) × 4 ＝ 
5369     12******      0 ＋ 5 ＋ (2 ＋ 5) ＝ 
5370     23******      5 ＋ (3 × 5 ＋ 3) ＝ 
5371     23/84***      (1/2 ＋ 1'1/7) × (1/4 × 2/3) ＝ 
5372     54******      (3 － 1 ＋ 7) × 6 ＝ 
5373     0*******      5 － (9 ＋ 0 － 4) ＝ 
5374     63'8/9**      8 × (1'1/9 ＋ 6) ＋ 7 ＝ 
5375     5'1/5***      5 ＋ (0 ÷ 5 ＋ 1/5) ＝ 
5376     18'2/3**      4 × (1'2/3 ＋ 6 － 3) ＝ 
5377     4'1/2***      5 － (2 － 3 ÷ 2) ＝ 
5378     50******      4 × (4 × 3) ＋ 2 ＝ 
5379     0*******      7 － 7 － 0 × 0 ＝ 
5380     12******      6 － 6 ＋ 9 ＋ 3 ＝ 
5381     5'11/20*      1/4 － 0 ＋ 3/10 ＋ 5 ＝ 
5382     9*******      6 ÷ 3 ＋ 1 × 7 ＝ 
5383     56******      (8 ＋ 0) × 1 × 7 ＝ 
5384     4'1/8***      1/8 ＋ 4 － (7 － 7) ＝ 
5385     21******      2 ＋ (4 ＋ 8) ＋ 7 ＝ 
5386     21/62***      7 ÷ 3'1/3 ÷ (7 － 4/5) ＝ 
5387     37******      8 ＋ (9 × 3 ＋ 2) ＝ 
5388     85******      2 ＋ 2 ＋ 9 × 9 ＝ 
5389     5/36****      5 ÷ (4 × 1) ÷ 9 ＝ 
5390     1'3/7***      1 ÷ 7 × (3 ＋ 7) ＝ 
5391     3'1/2***      4 ÷ ((1'1/7 － 1) × 8) ＝ 
5392     1134****      9 × (8 ＋ 6) × 9 ＝ 
5393     5/7*****      5 ÷ 7 ＋ (0 ＋ 0) ＝ 
5394     54'2/7**      2 ÷ 7 ＋ 6 × 9 ＝ 
5395     7'8/9***      4 ＋ 1 ＋ (8/9 ＋ 2) ＝ 
5396     366*****      5 × (9 × 8) ＋ 6 ＝ 
5397     1*******      9 － 3 ÷ 3 － 7 ＝ 
5398     9'1/2***      (7 ＋ (5 ＋ 7)) ÷ 2 ＝ 
5399     25/27***      5 × (1'2/3 － 0) ÷ 9 ＝ 
5400     5'7/9***      1 × (4 － 1'1/9) × 2 ＝ 
5401     64'4/5**      9 ＋ (5 ＋ 1'1/5) × 9 ＝ 
5402     5'7/8***      6 － 2 ÷ (8 × 2) ＝ 
5403     28******      7 × (8 － (8 － 4)) ＝ 
5404     7*******      6 ＋ (0 ÷ 3'1/2 ＋ 1) ＝ 
5405     0*******      (0 ＋ 0) × (1 × 9) ＝ 
5406     5'3/10**      1 × 5 ＋ 2/5 ÷ 1'1/3 ＝ 
5407     4/15****      2/3 × (2 ÷ 5 ÷ 1) ＝ 
5408     8*******      8 ÷ (2 ÷ 2 × 1) ＝ 
5409     4*******      9 － (9 － 8) × 5 ＝ 
5410     9'1/8***      1 ＋ 8 ＋ 1/4 ÷ 2 ＝ 
5411     1*******      1 － (3 － 3) × 4 ＝ 
5412     26/35***      3/5 ＋ 1'1/7 ÷ 8 × 1 ＝ 
5413     8*******      3'1/2 × 4 － (6 ＋ 0) ＝ 
5414     13'1/2**      6 × 9 ÷ (0 ＋ 4) ＝ 
5415     23******      7 ÷ 1 × 3 ＋ 2 ＝ 
5416     3/4*****      9 ÷ (6 － 0 ＋ 6) ＝ 
5417     1'5/6***      2 － (1 ÷ 6 － 0) ＝ 
5418     6'2/13**      2 ÷ (7 ＋ 6) ＋ 6 ＝ 
5419     6'3/14**      3 × 2 ＋ 1'1/2 ÷ 7 ＝ 
5420     3'3/4***      3 × 1 ＋ 3 ÷ 4 ＝ 
5421     3/91****      1'2/7 ÷ (5 ＋ 8) ÷ 3 ＝ 
5422     27/40***      6 ÷ (8/9 ＋ 3 ＋ 5) ＝ 
5423     15/28***      5 ÷ 4 － 5 ÷ 7 ＝ 
5424     4'1/2***      (4 － 2) × 2 ＋ 1/2 ＝ 
5425     1'27/35*      3/5 × 1'2/7 ＋ (0 ＋ 1) ＝ 
5426     15******      2 ＋ 5 ＋ 9 － 1 ＝ 
5427     1'1/8***      9 ÷ (4 × (5 － 3)) ＝ 
5428     5'1/3***      2 × (2'2/3 ＋ 0 ÷ 7) ＝ 
5429     18******      8 × 4 － (5 ＋ 9) ＝ 
5430     5'1/2***      7 － 3 ÷ (2 － 0) ＝ 
5431     4/9*****      2'2/3 ÷ (3 ÷ (1/2 × 1)) ＝ 
5432     48******      2 × (2 × 8) ÷ 2/3 ＝ 
5433     7'1/2***      4'1/2 ＋ (5 － (8 － 6)) ＝ 
5434     6*******      (9 － 3) ÷ 6 ＋ 5 ＝ 
5435     1'1/9***      4 ＋ 4/9 × 1/4 － 3 ＝ 
5436     11'4/5**      8 － 1 ＋ (4'1/2 ＋ 3/10) ＝ 
5437     1'1/5***      2 × 3 × (1/5 － 0) ＝ 
5438     0*******      3'1/2 × 2 － 1 × 7 ＝ 
5439     2*******      2 － 2 × (0 ÷ 4) ＝ 
5440     10******      4 － (1 － 0) ＋ 7 ＝ 
5441     8'8/9***      (6 － 2'2/3) ÷ (3 ÷ 8) ＝ 
5442     1'13/15*      8 ÷ ((4 ＋ 1) ÷ 1'1/6) ＝ 
5443     1*******      4 ÷ (9 ＋ 7) × 4 ＝ 
5444     11******      9 ＋ (6 － 6 ＋ 2) ＝ 
5445     720*****      5 × (7 ＋ 9) × 9 ＝ 
5446     47'1/4**      9 × (1'1/4 ＋ (1 ＋ 3)) ＝ 
5447     35'5/7**      1 × (5 × 5 × 1'3/7) ＝ 
5448     17******      9 ＋ 3 ＋ (6 － 1) ＝ 
5449     5/12****      5 × (2'1/3 ÷ 7) ÷ 4 ＝ 
5450     14******      (4 ＋ 6 ÷ 2) × 2 ＝ 
5451     5*******      1 － 6 × 0 ＋ 4 ＝ 
5452     2'5/9***      5/9 ＋ (0 ＋ 2 ＋ 0) ＝ 
5453     72******      (4 ＋ 8) × (9 － 3) ＝ 
5454     17******      8 ＋ 1 ＋ 8 － 0 ＝ 
5455     90******      (9 － 4) × (3 × 6) ＝ 
5456     57******      2 － 1 ＋ 8 × 7 ＝ 
5457     5'1/7***      (1/2 ＋ 4) ÷ 7 × 8 ＝ 
5458     10******      (1 ＋ 1 × 9) ÷ 1 ＝ 
5459     2'26/27*      (1 ＋ 7) ÷ 9 × 3'1/3 ＝ 
5460     3*******      3 － (1 － 1 ＋ 0) ＝ 
5461     80******      8 ＋ (4 ＋ 8) × 6 ＝ 
5462     5'1/4***      2 × 9 ÷ (3 ÷ 7/8) ＝ 
5463     2'2/5***      9 ÷ (3 × (1'1/4 ÷ 1)) ＝ 
5464     1'5/11**      (5 ＋ 3) ÷ (5 ＋ 1/2) ＝ 
5465     4'1/3***      0 ＋ 7 － 1/3 × 8 ＝ 
5466     1/3*****      (5 － 2) ÷ (3 ＋ 6) ＝ 
5467     20******      6 ＋ 5 ＋ 7 ＋ 2 ＝ 
5468     4'1/2***      9 × (1 × (2'1/2 ÷ 5)) ＝ 
5469     0*******      0 × (1 ÷ (3'1/2 ＋ 7)) ＝ 
5470     8'5/7***      1 ＋ 5 ＋ (1'3/7 ＋ 1'2/7) ＝ 
5471     5'1/3***      (3 ＋ 4 ＋ 9) ÷ 3 ＝ 
5472     41******      (2 ＋ 6) ÷ 2/9 ＋ 5 ＝ 
5473     2'1/4***      6 ÷ 1/3 ÷ 1 ÷ 8 ＝ 
5474     57******      2 ＋ (7 ＋ 8 × 6) ＝ 
5475     3*******      3 ÷ (3 × 2 ÷ 6) ＝ 
5476     6'4/9***      8 － (5 ÷ 9 ＋ 1) ＝ 
5477     5*******      5 ＋ 0 × 3 ÷ 2 ＝ 
5478     1'11/24*      2 ＋ 9 ÷ 8 － 1'2/3 ＝ 
5479     6*******      5 ＋ (9 ÷ 1 － 8) ＝ 
5480     0*******      (4 － 7/8) × 6 × 0 ＝ 
5481     15******      3/4 × (4 × 5) ＋ 0 ＝ 
5482     4/85****      4/5 ÷ (5 × 2 ＋ 7) ＝ 
5483     13'1/3**      (0 ＋ 5) × (2'2/3 ＋ 0) ＝ 
5484     1'1/2***      (1/2 ＋ 1 － 1) × 3 ＝ 
5485     2'1/3***      7 ÷ (1/2 × (6 × 1)) ＝ 
5486     2/3*****      1 － 1 × 3 ÷ 9 ＝ 
5487     1'1/32**      (3 ＋ 1'1/2 × 3/4) ÷ 4 ＝ 
5488     19******      4 ＋ 8 ＋ (9 － 2) ＝ 
5489     9'2/3***      (2'1/2 ＋ 9) × 2/3 ＋ 2 ＝ 
5490     4'2/3***      3 ＋ (1'2/3 ＋ 0 × 2) ＝ 
5491     5'3/4***      0 ＋ 6 － 1 ÷ 4 ＝ 
5492     0*******      0 × (4 ＋ (1 ＋ 1)) ＝ 
5493     1*******      2 － 0 － 3 ÷ 3 ＝ 
5494     6'1/9***      2 ＋ (8 ＋ 2/9) ÷ 2 ＝ 
5495     49/93***      7/9 ÷ ((3'1/3 ＋ 7) ÷ 7) ＝ 
5496     23'1/3**      (2 ＋ 5) × (3 ＋ 1/3) ＝ 
5497     20******      0 ＋ (6 ＋ 9) ÷ 3/4 ＝ 
5498     3'5/14**      5 － (7 － (4'1/2 ＋ 6/7)) ＝ 
5499     80******      8 × (6 ＋ 8 － 4) ＝ 
5500     3*******      3 ＋ 2/3 × 4 × 0 ＝ 
5501     10'2/3**      4 ÷ 6 × (7 ＋ 9) ＝ 
5502     2'1/4***      1/2 ÷ 3 × 9 × 1'1/2 ＝ 
5503     1'1/2***      (3 ＋ 3) ÷ (0 ＋ 4) ＝ 
5504     58'1/3**      5 ÷ 1/2 × (1'1/6 × 5) ＝ 
5505     11/20***      4/5 － 0 － 2 ÷ 8 ＝ 
5506     135*****      8 × (8 ＋ 9) － 1 ＝ 
5507     7*******      (9 － 8 × 0) ÷ 1'2/7 ＝ 
5508     2'1/3***      2/3 ＋ (1 ＋ 2/3 × 1) ＝ 
5509     12******      5 ＋ (2 × 8 － 9) ＝ 
5510     27******      (2 ＋ 1) × (2 ＋ 7) ＝ 
5511     57'3/4**      7 × ((4 ＋ 7) × 3/4) ＝ 
5512     67'2/7**      1'2/7 ＋ (2 ＋ 8 × 8) ＝ 
5513     4*******      (0 ＋ 3) × 1'1/3 ÷ 1 ＝ 
5514     10******      3 ＋ (2 ＋ (5 － 0)) ＝ 
5515     10******      9 ＋ (0 ＋ 6) － 5 ＝ 
5516     1'1/2***      1 ＋ (7 ＋ 1/2) － 7 ＝ 
5517     10'10/27      (5 ＋ 1'2/3) × (2 × 7/9) ＝ 
5518     12******      3 × 1 ÷ (2 ÷ 8) ＝ 
5519     95******      9 × 9 ＋ (8 ＋ 6) ＝ 
5520     1'3/7***      (3 ＋ 5 ＋ 4/7) ÷ 6 ＝ 
5521     12'1/4**      4 ＋ 2'1/4 ＋ (2 ＋ 4) ＝ 
5522     22'1/2**      (5 － 3 ＋ 7) ÷ 2/5 ＝ 
5523     3'1/5***      2 ＋ (6 － 1'4/5 － 3) ＝ 
5524     4'3/8***      5 × (7 ÷ (5 ＋ 3)) ＝ 
5525     2*******      2 ＋ 2 × (0 × 5) ＝ 
5526     13'1/2**      9 － 2 ＋ (1/2 ＋ 6) ＝ 
5527     1'1/5***      4 ÷ (3'1/3 － (4 － 4)) ＝ 
5528     19'3/4**      4 ＋ 3 × (5 ＋ 1/4) ＝ 
5529     14******      2 × (7 － 5 ＋ 5) ＝ 
5530     26******      7 ＋ 6 ＋ 8 ＋ 5 ＝ 
5531     1/24****      1/2 ÷ (9 ＋ 2 ＋ 1) ＝ 
5532     4'1/28**      7 － (1'1/4 ＋ 5/7 ＋ 1) ＝ 
5533     3*******      4 － 0 － (2 － 1) ＝ 
5534     1/3*****      6 － (2/3 ＋ (5 ＋ 0)) ＝ 
5535     22'2/5**      6 ＋ 8 ＋ 6 × 1'2/5 ＝ 
5536     18******      (3 － 0 × 3) × 6 ＝ 
5537     11******      6 × (7 － 4) － 7 ＝ 
5538     14'6/7**      (5 ÷ 7 ＋ 3) × 4 ＝ 
5539     1*******      6 ＋ 4 － (1 ＋ 8) ＝ 
5540     0*******      (6 － (0 ＋ 5)) × 0 ＝ 
5541     168*****      6 × 4 × 7 ÷ 1 ＝ 
5542     9*******      2 ＋ 4 ＋ 3 × 1 ＝ 
5543     3'4/21**      1/7 × 1'1/3 ＋ (9 － 6) ＝ 
5544     16******      8 ÷ (3 ÷ (6 － 0)) ＝ 
5545     26******      6 × 4 ＋ 1 × 2 ＝ 
5546     16'1/5**      (8 ＋ 4 － 3) × 1'4/5 ＝ 
5547     4'3/5***      3/5 × 6 ＋ 4 ÷ 4 ＝ 
5548     1/2*****      2 × 2 × (1/4 ÷ 2) ＝ 
5549     24/35***      8 × 1 ÷ (9 ＋ 2'2/3) ＝ 
5550     3'1/4***      1 × (3 ＋ 1 ÷ 4) ＝ 
5551     9*******      6 × 1/2 × (3 ＋ 0) ＝ 
5552     390*****      (8 × 9 － 7) × 6 ＝ 
5553     40'1/2**      (4 × 7 － 1) × 1'1/2 ＝ 
5554     1*******      7 ÷ (6 ＋ (1 － 0)) ＝ 
5555     30******      (6 ＋ (7 ＋ 2)) × 2 ＝ 
5556     1'3/4***      (2 ＋ 5) ÷ (8 ÷ 2) ＝ 
5557     44'1/10*      6 × 7 ＋ 1'1/2 ÷ 5/7 ＝ 
5558     6'2/9***      (1 ＋ 5/9) ÷ (1 ÷ 4) ＝ 
5559     6*******      5 ÷ 1 ＋ (3 － 2) ＝ 
5560     16******      (6 ＋ 2/5) × (1 × 2'1/2) ＝ 
5561     30'3/8**      1 ＋ 6 × 5 － 5/8 ＝ 
5562     17'1/8**      1 ÷ 8 ＋ (8 ＋ 9) ＝ 
5563     72'3/4**      6 × (9 ＋ 3) ＋ 3/4 ＝ 
5564     0*******      0 × 0 × (7 ÷ 5) ＝ 
5565     0*******      3 × 2'1/4 × (3 × 0) ＝ 
5566     24******      (4 － 0) × 8 － 8 ＝ 
5567     2'2/3***      3'1/3 － (9 － 7) ＋ 1'1/3 ＝ 
5568     6*******      6 ÷ (4 － 3) × 1 ＝ 
5569     1*******      (4 ＋ 1) ÷ (9 － 4) ＝ 
5570     27******      (0 ＋ 3) × (9 － 0) ＝ 
5571     5/9*****      2 × (3 ＋ 7/9) － 7 ＝ 
5572     11'5/8**      9 ＋ (7 － 4) － 3/8 ＝ 
5573     113'3/4*      (2'1/4 ＋ 9 ＋ 5) × 7 ＝ 
5574     3*******      (9 ＋ 6) ÷ (6 － 1) ＝ 
5575     65'1/7**      (9 － 1 ÷ 1'1/6) × 8 ＝ 
5576     5'3/5***      1'3/5 × ((5 ＋ 9) ÷ 4) ＝ 
5577     27******      9 ＋ (6 ＋ (8 ＋ 4)) ＝ 
5578     4'1/80**      1/2 ÷ (8 × 5) ＋ 4 ＝ 
5579     152*****      8 × 2'1/4 × 8 ＋ 8 ＝ 
5580     5'1/3***      (7 － 3 － 0) × 1'1/3 ＝ 
5581     0*******      7 × 0 ÷ (4 ＋ 6) ＝ 
5582     8'1/2***      3'1/2 ＋ 3 ＋ (1 ＋ 1) ＝ 
5583     13'1/8**      4 ＋ 1/8 ＋ (1 ＋ 8) ＝ 
5584     5*******      6 ＋ 5 － (0 ＋ 6) ＝ 
5585     8/35****      8 ÷ 7 ÷ (3 ＋ 2) ＝ 
5586     6*******      6 × (7 ＋ 1 － 7) ＝ 
5587     250*****      5 × (6 × 5) ÷ 3/5 ＝ 
5588     12******      2 ＋ (5 ＋ 4 ＋ 1) ＝ 
5589     7'5/9***      8 ÷ 8 × (8 － 4/9) ＝ 
5590     343*****      7 × (7 × (1 ＋ 6)) ＝ 
5591     30******      (2 － 2 ＋ 6) × 5 ＝ 
5592     5'17/21*      2/3 ＋ 6 ÷ 7 × 6 ＝ 
5593     9*******      8 － 1 ＋ 5 － 3 ＝ 
5594     15******      (2 ＋ 8) × (4'1/2 － 3) ＝ 
5595     4*******      9 × 1'1/9 ÷ (1'1/2 ＋ 1) ＝ 
5596     22******      2 ＋ (7 ＋ 9 ＋ 4) ＝ 
5597     5'5/9***      5 ＋ (7 － 2) ÷ 9 ＝ 
5598     10******      8 ＋ 7 － (9 － 4) ＝ 
5599     4'1/5***      (4/5 ＋ 4) ÷ (8 ÷ 7) ＝ 
5600     1'1/2***      1 × (1 × 9 ÷ 6) ＝ 
5601     8*******      (4 － 2 ＋ 4) × 1'1/3 ＝ 
5602     17******      7 ＋ (1 × 6 ＋ 4) ＝ 
5603     31/90***      1/2 × 1 ÷ 5/9 － 5/9 ＝ 
5604     13******      4 ＋ 3 ＋ (4 ＋ 2) ＝ 
5605     72******      (4 － 0) × (2 × 9) ＝ 
5606     15'2/3**      9 ＋ 9 － (3 － 2/3) ＝ 
5607     1/90****      1/2 ÷ 2 ÷ (10 × 2'1/4) ＝ 
5608     2'1/4***      9 ÷ 1 ÷ (1 ＋ 3) ＝ 
5609     9*******      (7 － 4) × 2 ＋ 3 ＝ 
5610     43******      7 ＋ 6 × (3 × 2) ＝ 
5611     2'1/8***      1 － 0 × 8 ＋ 1'1/8 ＝ 
5612     3/4*****      3 × ((9 － 8) ÷ 4) ＝ 
5613     0*******      2 × ((8 ＋ 5) × 0) ＝ 
5614     4'5/6***      5/9 × (3/10 × 9 ＋ 6) ＝ 
5615     2'6/7***      1'1/2 × 4 ÷ 7 ＋ 2 ＝ 
5616     20******      (1 ＋ 3) × (5 ÷ 1) ＝ 
5617     21******      0 ＋ (7 ＋ 5) ＋ 9 ＝ 
5618     48******      (7 － (4 － 3)) × 8 ＝ 
5619     4*******      2/3 × 0 ＋ (8 － 4) ＝ 
5620     9'3/4***      (1'1/2 ＋ (6 － 1)) ÷ 2/3 ＝ 
5621     48******      9 × (3 ＋ 3) － 6 ＝ 
5622     45******      (8 ＋ 1 ＋ 6) ÷ 1/3 ＝ 
5623     27******      7 ＋ 6 ＋ 8 ＋ 6 ＝ 
5624     1/3*****      7 ÷ 3 － 0 － 2 ＝ 
5625     17/24***      (4 ＋ 1'1/4 － 1) ÷ 6 ＝ 
5626     8'2/45**      9 － (7 ÷ 5 － 4/9) ＝ 
5627     0*******      (9 ÷ 3 － 3) × 7 ＝ 
5628     9'2/5***      0 ＋ (8 ＋ 2/5 ＋ 1) ＝ 
5629     21******      7 × 5 － (8 ＋ 6) ＝ 
